article_id,article_published_at,consolidated_event_tags,consolidated_event_type,consolidated_factor_name,factor_category,event_tag_category,factor_magnitude,factor_movement,article_source_credibility,market_perception_intensity,causal_certainty,ai_assessment_business_impact_likelihood,ai_assessment_competitive_risk,ai_assessment_execution_risk,abs_change_1day_after_pct
art_0134,2024-11-14T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.423974201531891,-1,7.51086239965877,7.2,0.75,0.8,0.6,0.4,3.339273873710267
art_0135,2024-11-14T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.558580936559964,1,9.257593047915236,8.9,0.85,0.9,0.3,0.2,-2.0685410139464944
art_0136,2024-11-15T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.552081507355116,-1,9.226004210421229,7.2,0.75,0.8,0.6,0.4,0.5313413015582018
art_0137,2024-11-15T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.119766849156889,1,9.841755475392256,8.9,0.85,0.9,0.3,0.2,4.149059066698207
art_0138,2024-11-16T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.315242346518243,-1,8.532904669740304,7.2,0.75,0.8,0.6,0.4,-0.5237779080092668
art_0139,2024-11-16T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.879858132377421,1,8.625391560691291,8.9,0.85,0.9,0.3,0.2,0.8484313774489518
art_0140,2024-11-17T11:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.6820383157654195,-1,8.914227714693203,7.2,0.75,0.8,0.6,0.4,-3.4751686919607705
art_0141,2024-11-17T13:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.043560797536333,-1,8.634256968836587,8.9,0.85,0.9,0.3,0.2,-3.8357193524331414
art_0142,2024-11-18T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.9984904649075865,-1,8.255058926406047,7.2,0.75,0.8,0.6,0.4,-4.576055405768658
art_0143,2024-11-18T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.269930368051481,-1,9.890020071948044,8.9,0.85,0.9,0.3,0.2,4.876154478571866
art_0144,2024-11-19T16:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.187967148998609,-1,8.723115730413303,7.2,0.75,0.8,0.6,0.4,2.3841685139805797
art_0145,2024-11-19T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.006758929134358,1,9.05243411600543,8.9,0.85,0.9,0.3,0.2,-4.9772134296604715
art_0146,2024-11-20T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.042996738464412,1,8.064778865760411,7.2,0.75,0.8,0.6,0.4,-0.6385913812599764
art_0147,2024-11-20T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.03810641187062,1,9.021710271454193,8.9,0.85,0.9,0.3,0.2,-0.9393205444440156
art_0148,2024-11-21T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.580873670755146,-1,9.488820537369067,7.2,0.75,0.8,0.6,0.4,-4.696359160745694
art_0149,2024-11-21T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.851512639405845,-1,9.698538771294835,8.9,0.85,0.9,0.3,0.2,0.1056750491910563
art_0150,2024-11-22T11:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,9.364250657072748,-1,9.255179226866248,7.2,0.75,0.8,0.6,0.4,4.9455179035822
art_0151,2024-11-22T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.999110216075492,1,9.112376507453895,8.9,0.85,0.9,0.3,0.2,3.8314748646119607
art_0152,2024-11-23T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.569936439733036,1,8.518987843263103,7.2,0.75,0.8,0.6,0.4,4.96216808947754
art_0153,2024-11-23T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.516727124810831,-1,8.96604946460033,8.9,0.85,0.9,0.3,0.2,-2.0241968970198334
art_0154,2024-11-24T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.534780139616586,1,9.111449849902508,7.2,0.75,0.8,0.6,0.4,-3.764757736305122
art_0155,2024-11-24T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.520093292467756,-1,9.83560858058768,8.9,0.85,0.9,0.3,0.2,-2.3066758273044585
art_0156,2024-11-25T09:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.222782931807963,-1,8.725645082574854,7.2,0.75,0.8,0.6,0.4,-1.3024339141803196
art_0157,2024-11-25T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.879128453016543,1,9.341557933940333,8.9,0.85,0.9,0.3,0.2,-1.4352848843008017
art_0158,2024-11-26T09:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.396495197420109,1,7.529247786955497,7.2,0.75,0.8,0.6,0.4,-2.77998702092507
art_0159,2024-11-26T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.44701352476355,1,9.716842086039309,8.9,0.85,0.9,0.3,0.2,-2.487303794961088
art_0160,2024-11-27T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.332918050764167,-1,9.30425333208695,7.2,0.75,0.8,0.6,0.4,-2.848895421128667
art_0161,2024-11-27T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.415726577134564,1,9.673498681526976,8.9,0.85,0.9,0.3,0.2,-2.1678471140253808
art_0162,2024-11-28T16:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.119845006136421,-1,8.908007352653282,7.2,0.75,0.8,0.6,0.4,-3.346093537361389
art_0163,2024-11-28T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.85409585212231,1,9.869760942133587,8.9,0.85,0.9,0.3,0.2,3.6405785013783447
art_0164,2024-11-29T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.54059400615416,-1,8.182523323069617,7.2,0.75,0.8,0.6,0.4,-1.1540529299571531
art_0165,2024-11-29T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.471114486714372,1,9.578758177885371,8.9,0.85,0.9,0.3,0.2,-0.30341249533239445
art_0166,2024-11-30T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.376214648002816,1,8.522587800924008,7.2,0.75,0.8,0.6,0.4,-1.8372151662052962
art_0167,2024-11-30T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.016639453953924,1,8.903079380795706,8.9,0.85,0.9,0.3,0.2,2.674764511717492
art_0168,2024-11-31T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.027581388136351,-1,8.947707634148502,7.2,0.75,0.8,0.6,0.4,4.304609171895764
art_0169,2024-11-31T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.40161185199204,-1,8.611530648363207,8.9,0.85,0.9,0.3,0.2,-0.14433332647491426
art_0170,2024-11-32T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.00731295847612,1,8.187690146116664,7.2,0.75,0.8,0.6,0.4,-3.9400259378930658
art_0171,2024-11-32T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.492308068838962,-1,9.856890863345788,8.9,0.85,0.9,0.3,0.2,3.8544863420441278
art_0172,2024-11-33T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.756198310506992,-1,7.968076007671281,7.2,0.75,0.8,0.6,0.4,-4.985951307259171
art_0173,2024-11-33T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.5258150976337,1,9.501458464365866,8.9,0.85,0.9,0.3,0.2,3.1498210231076254
art_0174,2024-11-34T16:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.142815615254898,1,7.6697123122389215,7.2,0.75,0.8,0.6,0.4,1.3858598737798253
art_0175,2024-11-34T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,10.025583278980108,-1,9.023020450844513,8.9,0.85,0.9,0.3,0.2,4.011572850309754
art_0176,2024-11-35T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.942799365494922,1,8.785412882930858,7.2,0.75,0.8,0.6,0.4,-2.744195699401276
art_0177,2024-11-35T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.6647970605470945,1,8.299353678045458,8.9,0.85,0.9,0.3,0.2,-0.006727387559059217
art_0178,2024-11-36T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.846216031504866,-1,8.4938772016734,7.2,0.75,0.8,0.6,0.4,-3.195812121426326
art_0179,2024-11-36T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.095177023247613,1,10.0,8.9,0.85,0.9,0.3,0.2,1.603450144074535
art_0180,2024-12-07T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.451626772202209,-1,8.680949571434947,7.2,0.75,0.8,0.6,0.4,-4.121961192015266
art_0181,2024-12-07T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.179455816858809,-1,9.534688712494692,8.9,0.85,0.9,0.3,0.2,-3.8668286398045537
art_0182,2024-12-08T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,9.04309417150732,-1,8.655706404784834,7.2,0.75,0.8,0.6,0.4,2.0765771514279425
art_0183,2024-12-08T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.86495284298242,1,8.244167025076104,8.9,0.85,0.9,0.3,0.2,-0.9699724078014
art_0184,2024-12-09T09:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.956282330856771,-1,8.962611828304212,7.2,0.75,0.8,0.6,0.4,1.624683897078203
art_0185,2024-12-09T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.771871251023223,-1,8.972650367247233,8.9,0.85,0.9,0.3,0.2,-3.243674598963724
art_0186,2024-12-10T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.87051258588567,-1,7.942803398895726,7.2,0.75,0.8,0.6,0.4,-1.5097296515155523
art_0187,2024-12-10T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,10.144960374025924,1,10.0,8.9,0.85,0.9,0.3,0.2,-1.2134249422372543
art_0188,2024-12-11T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.957935453064152,-1,8.790594570852553,7.2,0.75,0.8,0.6,0.4,-1.2477298315463594
art_0189,2024-12-11T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.220036117947819,-1,9.952329024883921,8.9,0.85,0.9,0.3,0.2,-4.511969070678878
art_0190,2024-12-12T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.0233719287037575,1,8.795858503479854,7.2,0.75,0.8,0.6,0.4,3.671611757187902
art_0191,2024-12-12T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.840288203279144,1,9.561382841421393,8.9,0.85,0.9,0.3,0.2,2.092777506745086
art_0192,2024-12-13T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.805776857000826,-1,7.924030094216818,7.2,0.75,0.8,0.6,0.4,-4.709200895075406
art_0193,2024-12-13T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.670367267592496,-1,9.698622652673695,8.9,0.85,0.9,0.3,0.2,-4.826629716510224
art_0194,2024-12-14T11:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.579442206448888,-1,7.893413328392894,7.2,0.75,0.8,0.6,0.4,-0.6492002517214859
art_0195,2024-12-14T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.262403910115069,1,9.415074455959282,8.9,0.85,0.9,0.3,0.2,-1.6438147804221837
art_0196,2024-12-15T16:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.928007222583837,-1,8.034987815868725,7.2,0.75,0.8,0.6,0.4,1.4631231021461
art_0197,2024-12-15T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.209383842524177,-1,8.347155008857193,8.9,0.85,0.9,0.3,0.2,3.7056564491366863
art_0198,2024-12-16T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.514111228949325,-1,8.090519115034947,7.2,0.75,0.8,0.6,0.4,-1.5708797561300414
art_0199,2024-12-16T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.11538686349844,-1,8.112802610980996,8.9,0.85,0.9,0.3,0.2,0.3110725121467315
art_0200,2024-12-17T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.950606703855637,-1,9.20821850724445,7.2,0.75,0.8,0.6,0.4,-2.892710901218921
art_0201,2024-12-17T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.874860918000222,-1,8.608551433868023,8.9,0.85,0.9,0.3,0.2,-2.0778896066496486
art_0202,2024-12-18T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.337249603453845,1,9.017837754756563,7.2,0.75,0.8,0.6,0.4,1.3308685028205218
art_0203,2024-12-18T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.893443528592721,-1,8.487055828303525,8.9,0.85,0.9,0.3,0.2,1.31688198932311
art_0204,2024-12-19T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.481898536720974,-1,7.6282147786715475,7.2,0.75,0.8,0.6,0.4,0.7039795808768101
art_0205,2024-12-19T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.750403711368632,1,9.98739167420011,8.9,0.85,0.9,0.3,0.2,-3.815774716884733
art_0206,2024-12-20T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.354199177226782,1,8.25996439030431,7.2,0.75,0.8,0.6,0.4,-0.7018822856751292
art_0207,2024-12-20T13:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.742980695389882,-1,9.01423827019388,8.9,0.85,0.9,0.3,0.2,0.802022459669752
art_0208,2024-12-21T09:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.4958556825047395,1,8.063468385215678,7.2,0.75,0.8,0.6,0.4,1.1799161200177286
art_0209,2024-12-21T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.899734377906507,-1,8.90622546501585,8.9,0.85,0.9,0.3,0.2,-4.209784105856049
art_0210,2024-12-22T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.527890482771309,-1,8.468805010988328,7.2,0.75,0.8,0.6,0.4,-2.9358200710408013
art_0211,2024-12-22T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.022091558866194,1,9.071130439524012,8.9,0.85,0.9,0.3,0.2,3.6909405997555638
art_0212,2024-12-23T09:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.6114359850328634,-1,9.20035951905226,7.2,0.75,0.8,0.6,0.4,0.2008375813550014
art_0213,2024-12-23T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.592412305046054,1,8.346957667686487,8.9,0.85,0.9,0.3,0.2,0.3026786942840438
art_0214,2024-12-24T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.596006326992798,-1,7.912389012653838,7.2,0.75,0.8,0.6,0.4,-3.7516097102647716
art_0215,2024-12-24T13:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.00436497091041,-1,9.362826324510568,8.9,0.85,0.9,0.3,0.2,2.7114660217985165
art_0216,2024-12-25T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.405897933329977,-1,9.126568621943385,7.2,0.75,0.8,0.6,0.4,1.143906399664873
art_0217,2024-12-25T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.876276745722237,-1,8.584153197467622,8.9,0.85,0.9,0.3,0.2,-2.8529897655850975
art_0218,2024-12-26T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,9.084078557555236,-1,8.025036230214042,7.2,0.75,0.8,0.6,0.4,4.7441191669021325
art_0219,2024-12-26T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.271637447871614,1,8.68339020532181,8.9,0.85,0.9,0.3,0.2,-4.052717318628037
art_0220,2024-12-27T09:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.861134294661936,1,8.04222412324226,7.2,0.75,0.8,0.6,0.4,-4.053284203700541
art_0221,2024-12-27T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.958417004253784,1,9.313670166366213,8.9,0.85,0.9,0.3,0.2,-4.864856634965978
art_0222,2024-12-28T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.619912532531238,-1,8.448865133521045,7.2,0.75,0.8,0.6,0.4,2.8906602665250416
art_0223,2024-12-28T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.433751367929996,1,8.88280464302358,8.9,0.85,0.9,0.3,0.2,-1.5150055701093734
art_0224,2024-12-29T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.758451562911297,1,8.094724336796057,7.2,0.75,0.8,0.6,0.4,-3.0635576950061063
art_0225,2024-12-29T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.266783530237728,1,9.477040663156355,8.9,0.85,0.9,0.3,0.2,-0.44747471153341767
art_0226,2024-12-30T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.81791931168316,1,8.185647228344825,7.2,0.75,0.8,0.6,0.4,-4.511950833245338
art_0227,2024-12-30T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,10.016616748320951,1,8.273130983798632,8.9,0.85,0.9,0.3,0.2,3.751355914939351
art_0228,2024-12-31T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.884354773955955,1,8.882505628519421,7.2,0.75,0.8,0.6,0.4,-2.435969339691825
art_0229,2024-12-31T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.326858079410428,-1,9.371669946468424,8.9,0.85,0.9,0.3,0.2,4.177862246251106
art_0230,2024-12-32T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.081671404969725,-1,8.195397917784238,7.2,0.75,0.8,0.6,0.4,2.684410462540505
art_0231,2024-12-32T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.5534943587199255,1,9.492230347918007,8.9,0.85,0.9,0.3,0.2,0.8134260185136437
art_0232,2024-12-33T16:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.470021201664515,1,7.734268887243901,7.2,0.75,0.8,0.6,0.4,2.5442821680203274
art_0233,2024-12-33T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.466096478533139,1,9.523572794218262,8.9,0.85,0.9,0.3,0.2,4.344964584462911
art_0234,2024-12-34T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.741266641419799,1,8.729162478681136,7.2,0.75,0.8,0.6,0.4,3.9169660899724636
art_0235,2024-12-34T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.081800671591221,1,9.966029408652892,8.9,0.85,0.9,0.3,0.2,0.7304914391158404
art_0236,2024-12-35T11:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,9.03744060155998,-1,8.739190662219913,7.2,0.75,0.8,0.6,0.4,-0.8232721575205018
art_0237,2024-12-35T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.81918023128176,-1,8.88679147652486,8.9,0.85,0.9,0.3,0.2,-2.2208118978446767
art_0238,2024-12-36T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.25431415630594,-1,7.628307202347091,7.2,0.75,0.8,0.6,0.4,2.194452274287505
art_0239,2024-12-36T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.989230811038198,1,9.64602795045622,8.9,0.85,0.9,0.3,0.2,3.0677913300050506
art_0240,2024-13-07T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.676847051620567,1,8.979880679763212,7.2,0.75,0.8,0.6,0.4,-4.640583141336583
art_0241,2024-13-07T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.669418989717372,-1,9.393908796028349,8.9,0.85,0.9,0.3,0.2,-0.8401404863083259
art_0242,2024-13-08T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.117392277222418,1,8.223747240091347,7.2,0.75,0.8,0.6,0.4,-4.627408116162433
art_0243,2024-13-08T13:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.461521085959479,-1,8.317549879743872,8.9,0.85,0.9,0.3,0.2,2.3564031015468156
art_0244,2024-13-09T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.985431045459942,-1,8.426513529574262,7.2,0.75,0.8,0.6,0.4,3.7103543797625473
art_0245,2024-13-09T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.83265443991704,-1,8.739981472575913,8.9,0.85,0.9,0.3,0.2,-2.7236701849455724
art_0246,2024-13-10T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.764422308135203,1,8.86142778731383,7.2,0.75,0.8,0.6,0.4,-3.2235006420895718
art_0247,2024-13-10T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.834057856486622,-1,8.154882990590636,8.9,0.85,0.9,0.3,0.2,4.488876067670692
art_0248,2024-13-11T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.578519632268841,-1,7.766861054256721,7.2,0.75,0.8,0.6,0.4,4.608863941659687
art_0249,2024-13-11T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.978753883322783,-1,9.505741616304867,8.9,0.85,0.9,0.3,0.2,-0.23882368871620763
art_0250,2024-13-12T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.734617916021506,-1,8.310470651345934,7.2,0.75,0.8,0.6,0.4,-3.6686568189105717
art_0251,2024-13-12T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.285328461107846,1,8.444239410457735,8.9,0.85,0.9,0.3,0.2,-3.866031341933134
art_0252,2024-13-13T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.175335746154699,-1,7.568482460835631,7.2,0.75,0.8,0.6,0.4,0.31516912657312623
art_0253,2024-13-13T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.942381316730906,1,8.923825694872212,8.9,0.85,0.9,0.3,0.2,-0.6435565398087659
art_0254,2024-13-14T16:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,9.048552294356591,1,8.594811866370584,7.2,0.75,0.8,0.6,0.4,0.961359781671991
art_0255,2024-13-14T13:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.268322841728395,-1,8.567322708959676,8.9,0.85,0.9,0.3,0.2,-1.3824544090506539
art_0256,2024-13-15T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.7527578610849535,1,8.27230019489362,7.2,0.75,0.8,0.6,0.4,-3.599492709650367
art_0257,2024-13-15T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.044139170267552,1,8.620121904764131,8.9,0.85,0.9,0.3,0.2,-1.445765003945474
art_0258,2024-13-16T16:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.388964841814683,-1,8.593500282118045,7.2,0.75,0.8,0.6,0.4,-3.4605814075962393
art_0259,2024-13-16T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.197549322117444,-1,9.84153995852913,8.9,0.85,0.9,0.3,0.2,-2.3263518250651636
art_0260,2024-13-17T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.593029009356596,1,8.311004836406813,7.2,0.75,0.8,0.6,0.4,-2.898130815791289
art_0261,2024-13-17T13:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.770674213926169,-1,8.333783753380926,8.9,0.85,0.9,0.3,0.2,-4.592957755017726
art_0262,2024-13-18T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,9.12238907887709,1,9.441479541840167,7.2,0.75,0.8,0.6,0.4,3.6308129121801596
art_0263,2024-13-18T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,10.15549954939623,-1,9.647661012356151,8.9,0.85,0.9,0.3,0.2,3.9606737171638855
art_0264,2024-13-19T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.2170390381588,-1,9.350742328146136,7.2,0.75,0.8,0.6,0.4,-4.332099433149807
art_0265,2024-13-19T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.335222451238032,-1,8.547694902212067,8.9,0.85,0.9,0.3,0.2,1.4994997929533591
art_0266,2024-13-20T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.688023283212258,1,8.714499236965837,7.2,0.75,0.8,0.6,0.4,-0.7924233333249937
art_0267,2024-13-20T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.816416918177342,-1,8.453664447857314,8.9,0.85,0.9,0.3,0.2,2.4297686307342667
art_0268,2024-13-21T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.911838121948787,1,8.067361276706093,7.2,0.75,0.8,0.6,0.4,0.7316963481965004
art_0269,2024-13-21T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.009736936122815,-1,8.462465047768728,8.9,0.85,0.9,0.3,0.2,-1.6060332777382191
