id,business_factor_id,article_id,causal_events_ai_id,ticker,event_timestamp,article_published_at,factor_name,factor_category,factor_magnitude,factor_movement,factor_synonyms,factor_unit,factor_raw_value,factor_delta,factor_description,factor_orientation,factor_about_time_days,factor_effect_horizon_days,causal_certainty,logical_directness,regime_alignment,causal_step,event_type,event_description,event_trigger,event_entities,event_scope,event_orientation,event_time_horizon_days,event_tags,event_quoted_people,article_headline,article_url,article_authors,article_source,article_source_credibility,article_author_credibility,article_publisher_credibility,article_audience_split,article_time_lag_days,article_market_regime,article_apple_relevance_score,article_ticker_relevance_score,article_published_year,article_published_month,article_published_day_of_week,evidence_level,evidence_source,evidence_citation,market_consensus_on_causality,reframing_potential,narrative_disruption,market_perception_intensity,market_perception_hope_vs_fear,market_perception_surprise_vs_anticipated,market_perception_consensus_vs_division,market_perception_narrative_strength,market_perception_emotional_profile,market_perception_cognitive_biases,ai_assessment_execution_risk,ai_assessment_competitive_risk,ai_assessment_business_impact_likelihood,ai_assessment_timeline_realism,ai_assessment_fundamental_strength,perception_gap_optimism_bias,perception_gap_risk_awareness,perception_gap_correction_potential,market_hours,market_regime,pattern_strength_score,data_quality_score,alpha_vs_spy_1min_after,alpha_vs_spy_5min_after,alpha_vs_spy_10min_after,alpha_vs_spy_30min_after,alpha_vs_spy_1hour_after,alpha_vs_spy_4hour_after,alpha_vs_spy_1day_after,alpha_vs_spy_1week_after,alpha_vs_spy_1month_after,alpha_vs_qqq_1min_after,alpha_vs_qqq_5min_after,alpha_vs_qqq_10min_after,alpha_vs_qqq_30min_after,alpha_vs_qqq_1hour_after,alpha_vs_qqq_4hour_after,alpha_vs_qqq_1day_after,alpha_vs_qqq_1week_after,alpha_vs_qqq_1month_after,belief_strength,credibility_score,market_amplifier,credibility_weighted_magnitude
record-0038-1085,factor-0038-4256,article-0038-4918,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,competitive,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.3554600446693384,-0.4186200104433609,-0.4817799762173835,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0039-4533,factor-0039-4335,article-0039-7861,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,market,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2644848633609226,-0.2366696478265292,-0.208854432292136,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0040-1179,factor-0040-8419,article-0040-7067,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2243954410133008,-0.1564908031312858,-0.0885861652492708,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0041-5786,factor-0041-2933,article-0041-9646,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,competitive,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,predictive,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.3312105765015835,-0.3701210741078512,-0.4090315717141189,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0042-7919,factor-0042-1238,article-0042-4450,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,market,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.3083446849131518,-0.3243892909309879,-0.3404338969488238,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0043-1080,factor-0043-1134,article-0043-1715,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.3545565958082713,-0.4168131127212269,-0.4790696296341824,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0044-3092,factor-0044-7043,article-0044-5985,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.3759111450138172,-0.4595222111323186,-0.54313327725082,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0045-5956,factor-0045-5797,article-0045-7922,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.289840387971893,-0.2873806970484703,-0.2849210061250475,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0046-2906,factor-0046-5532,article-0046-2824,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,regulatory,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.3457881578090042,-0.3992762367226926,-0.452764315636381,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0047-4898,factor-0047-7370,article-0047-2643,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,regulatory,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.271415278635118,-0.2505304783749201,-0.2296456781147223,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0048-3888,factor-0048-7322,article-0048-9816,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,predictive,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2388897480927123,-0.1854794172901089,-0.1320690864875054,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0049-1211,factor-0049-1961,article-0049-3621,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,predictive,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2008635460167651,-0.1094270131382144,-0.0179904802596637,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0050-9063,factor-0050-3165,article-0050-5098,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,market,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2856654301700028,-0.2790307814446898,-0.2723961327193769,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0051-7164,factor-0051-7274,article-0051-6079,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,regulatory,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.3917031014855254,-0.491106124075735,-0.5905091466659447,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0052-6914,factor-0052-7922,article-0052-8152,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,predictive,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2228427437176806,-0.1533854085400454,-0.0839280733624102,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0053-7206,factor-0053-8208,article-0053-7597,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,predictive,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2038931801670759,-0.115486281438836,-0.0270793827105961,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0054-1126,factor-0054-8944,article-0054-1078,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2982991653619121,-0.3042982518285084,-0.3102973382951046,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0055-9183,factor-0055-8427,article-0055-2332,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,market,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.3721545812901762,-0.4520090836850366,-0.531863586079897,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0056-1082,factor-0056-4547,article-0056-7516,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2904474547614479,-0.2885948306275799,-0.286742206493712,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0057-3343,factor-0057-8514,article-0057-4471,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,competitive,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.3689796796966771,-0.4456592804980384,-0.5223388812993996,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0058-6776,factor-0058-5018,article-0058-5684,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,regulatory,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,predictive,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.2454768656818743,-0.1986536524684328,-0.1518304392549913,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0059-4598,factor-0059-2168,article-0059-6661,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.3310782798816392,-0.3698564808679624,-0.4086346818542858,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
record-0060-9887,factor-0060-4020,article-0060-3683,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.0476999211046841,-0.0423000788953158,-0.0923000788953158,-0.1423000788953158,-0.1923000788953158,-0.2423000788953158,-0.3541732271499868,-0.4160463754046576,-0.4779195236593286,0.0376999211046841,-0.0523000788953158,-0.1023000788953158,-0.1523000788953158,-0.2023000788953158,-0.2523000788953158,-0.3023000788953158,-0.3523000788953158,-0.4023000788953158,0.01,0.0,0.6499999999999999,0.008
