id,business_factor_id,article_id,causal_events_ai_id,ticker,event_timestamp,article_published_at,factor_name,factor_category,factor_magnitude,factor_movement,factor_synonyms,factor_unit,factor_raw_value,factor_delta,factor_description,factor_orientation,factor_about_time_days,factor_effect_horizon_days,causal_certainty,logical_directness,regime_alignment,causal_step,event_type,event_description,event_trigger,event_entities,event_scope,event_orientation,event_time_horizon_days,event_tags,event_quoted_people,article_headline,article_url,article_authors,article_source,article_source_credibility,article_author_credibility,article_publisher_credibility,article_audience_split,article_time_lag_days,article_market_regime,article_apple_relevance_score,article_ticker_relevance_score,article_published_year,article_published_month,article_published_day_of_week,evidence_level,evidence_source,evidence_citation,market_consensus_on_causality,reframing_potential,narrative_disruption,market_perception_intensity,market_perception_hope_vs_fear,market_perception_surprise_vs_anticipated,market_perception_consensus_vs_division,market_perception_narrative_strength,market_perception_emotional_profile,market_perception_cognitive_biases,ai_assessment_execution_risk,ai_assessment_competitive_risk,ai_assessment_business_impact_likelihood,ai_assessment_timeline_realism,ai_assessment_fundamental_strength,perception_gap_optimism_bias,perception_gap_risk_awareness,perception_gap_correction_potential,market_hours,market_regime,pattern_strength_score,data_quality_score,alpha_vs_spy_1min_after,alpha_vs_spy_5min_after,alpha_vs_spy_10min_after,alpha_vs_spy_30min_after,alpha_vs_spy_1hour_after,alpha_vs_spy_4hour_after,alpha_vs_spy_1day_after,alpha_vs_spy_1week_after,alpha_vs_spy_1month_after,alpha_vs_qqq_1min_after,alpha_vs_qqq_5min_after,alpha_vs_qqq_10min_after,alpha_vs_qqq_30min_after,alpha_vs_qqq_1hour_after,alpha_vs_qqq_4hour_after,alpha_vs_qqq_1day_after,alpha_vs_qqq_1week_after,alpha_vs_qqq_1month_after
record-0022-3366,factor-0022-5426,article-0022-4721,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.3441899922013245,-0.39607990550733324,-0.44796981881334197,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0023-9450,factor-0023-1727,article-0023-9594,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,competitive,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.31497931918780697,-0.33765855948029816,-0.36033779977278935,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0024-4962,factor-0024-9335,article-0024-6976,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,regulatory,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.20474578750263037,-0.11719149610994489,-0.02963720471725939,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0025-8978,factor-0025-3488,article-0025-7030,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,market,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.23577213262752222,-0.1792441863597286,-0.12271624009193499,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0026-6220,factor-0026-2435,article-0026-3751,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.36310760958708577,-0.4339151402788557,-0.5047226709706256,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0027-3554,factor-0027-6743,article-0027-1512,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,regulatory,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,predictive,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.2247523269321053,-0.15720457496889478,-0.08965682300568426,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0028-4754,factor-0028-3474,article-0028-1892,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,market,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.36723619816976266,-0.4421723174442095,-0.5171084367186564,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0029-9399,factor-0029-2826,article-0029-4357,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,market,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,predictive,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.3716655934165537,-0.4510311079377916,-0.5303966224590295,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0030-3500,factor-0030-6903,article-0030-3825,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.2870564594199714,-0.2818128399446269,-0.27656922046928245,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0031-6678,factor-0031-7450,article-0031-4744,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.29297777037898204,-0.29365546186264824,-0.2943331533463145,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0032-4093,factor-0032-1371,article-0032-4824,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,regulatory,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.2785616924255813,-0.2648233059558468,-0.25108491948611233,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0033-9983,factor-0033-3230,article-0033-7299,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.26989357845862777,-0.24748707802193967,-0.22508057758525157,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0034-1110,factor-0034-5096,article-0034-4444,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,regulatory,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,predictive,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.3409297565420289,-0.38955943418874195,-0.43818911183545495,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0035-1693,factor-0035-9078,article-0035-8983,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,competitive,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.2549805041550878,-0.21766092941485965,-0.18034135467463155,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0036-6351,factor-0036-4796,article-0036-4068,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.27191670644019184,-0.2515333339850679,-0.2311499615299439,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0037-5024,factor-0037-3761,article-0037-6343,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.29127798593045334,-0.29025589296559084,-0.2892338000007284,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0038-1085,factor-0038-4256,article-0038-4918,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,competitive,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.3554600446693384,-0.41862001044336095,-0.48177997621738355,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0039-4533,factor-0039-4335,article-0039-7861,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,market,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.2644848633609226,-0.23666964782652927,-0.208854432292136,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0040-1179,factor-0040-8419,article-0040-7067,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.22439544101330083,-0.15649080313128583,-0.08858616524927082,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0041-5786,factor-0041-2933,article-0041-9646,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,competitive,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,predictive,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,neutral,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.33121057650158353,-0.3701210741078512,-0.40903157171411897,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0042-7919,factor-0042-1238,article-0042-4450,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,market,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.30834468491315187,-0.3243892909309879,-0.34043389694882387,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0043-1080,factor-0043-1134,article-0043-1715,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.35455659580827137,-0.4168131127212269,-0.4790696296341824,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0044-3092,factor-0044-7043,article-0044-5985,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,financial,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,reflective,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,reflective,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.3759111450138172,-0.4595222111323186,-0.54313327725082,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
record-0045-5956,factor-0045-5797,article-0045-7922,7f123456-1234-1234-1234-123456789012,AAPL,2025-02-25 09:30:00+00,2025-02-25 09:25:00+00,stock_performance_highlight,product,0.01,1,,percentage,1%,0.01,Stock performance highlighted in news,neutral,1,7,1,1,0.1,1,news_analysis,Analysis of recent stock performance,market_movement,Apple Inc,company,predictive,7,"performance,analysis",,Apple Stock Rises on Strong Quarterly Results,https://example.com/article,,Financial News,0.8,0.7,0.85,institutional,0,bull,0.95,0.95,2025,2,2,high,financial_statements,Q1 2025 earnings report,0.8,0.2,0.1,0.7,0.6,0.4,0.7,0.8,optimistic,confirmation_bias,0.2,0.3,0.8,0.9,0.85,0.1,0.8,0.3,regular,bull,0.7,0.9,0.04769992110468414,-0.04230007889531586,-0.09230007889531586,-0.14230007889531586,-0.19230007889531586,-0.24230007889531586,-0.28984038797189304,-0.2873806970484703,-0.28492100612504756,0.03769992110468414,-0.05230007889531586,-0.10230007889531586,-0.15230007889531586,-0.20230007889531586,-0.25230007889531586,-0.30230007889531586,-0.35230007889531586,-0.40230007889531586
