article_id,consolidated_event_tags,consolidated_event_type,consolidated_factor_name,event_tag_category,factor_magnitude,factor_movement,article_source_credibility,market_perception_intensity,alpha_vs_spy_1day_after,alpha_vs_spy_1week_after,alpha_vs_qqq_1day_after,signed_change_1day_after_pct,ai_tag_present,hardware_tag_present,software_tag_present,semiconductor_tag_present,cloud_services_tag_present,data_center_tag_present,cybersecurity_tag_present,blockchain_tag_present,vr_ar_tag_present,autonomous_tech_tag_present,space_tech_tag_present,earnings_tag_present,revenue_growth_tag_present,operating_margin_tag_present,valuation_tag_present,market_sentiment_tag_present,investor_sentiment_tag_present,capital_allocation_tag_present,investment_strategy_tag_present,product_innovation_tag_present,product_launch_tag_present,manufacturing_tag_present,supply_chain_tag_present,business_strategy_tag_present,partnership_tag_present,acquisition_tag_present,competitive_pressure_tag_present,regulatory_tag_present,legal_ruling_tag_present,antitrust_tag_present,government_policy_tag_present,trade_policy_tag_present,export_controls_tag_present,privacy_tag_present,compliance_tag_present,market_share_tag_present,customer_demand_tag_present,brand_reputation_tag_present,advertising_tag_present,ecommerce_tag_present,financial_services_tag_present,gaming_tag_present,streaming_tag_present,energy_tag_present,geopolitical_tag_present,china_tag_present,india_tag_present,tariff_tag_present,macroeconomic_tag_present,currency_tag_present,executive_change_tag_present,leadership_tag_present,shareholder_relations_tag_present,corporate_strategy_tag_present,cost_increase_tag_present,supply_disruption_tag_present,regulatory_change_tag_present,economic_conditions_tag_present
article_2345_b152,software,earnings_report,revenue_growth_rate,,0.0282210177578383,-1,0.2692883955287591,0.6080526080763179,3.2883155968900626,9.504166140753298,2.945710764292089,3.2883155968900626,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2345_46a4,semiconductor,analyst_update,market_share,,0.045375156688658,0,0.5219224568198524,0.5448525551475488,-0.3397477566726758,1.0796188495946613,-2.2094327465404273,-0.3397477566726758,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2345_0b10,regulatory,regulatory_change,customer_sentiment,Technology,0.0051527349387626,0,0.8973200098894548,0.5935624403631911,-0.6585642324575203,9.660141307317897,2.935696201579753,-0.6585642324575203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2346_b152,,product_launch,supply_chain_risk,,0.0113715032826552,1,0.2640553463104428,0.4938522669343677,0.6173161547141603,4.3248151209312535,1.8346735384380453,0.6173161547141603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2346_46a4,software,market_update,customer_sentiment,,0.0216319623656418,0,0.5444914904666222,0.4302497059681868,-2.6215593162021,-6.422660583367106,-0.8121350825934115,-2.6215593162021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2346_0b10,earnings,market_update,competitive_pressure,Technology,0.0364885092885407,1,0.8947239255525967,0.7771353163366767,-0.1803133742511453,8.216784114186321,3.5871912604962617,-0.1803133742511453,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2347_b152,ai,analyst_update,revenue_growth_rate,,0.0125779181170825,1,0.2963489817546654,0.3811367245175685,3.901747590332608,7.532794788890033,-0.6272415397870301,3.901747590332608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2347_46a4,ai,analyst_update,customer_sentiment,,0.0461582363442938,1,0.1483229881716069,0.1410752800584549,3.2674190325017163,1.207935709066481,1.5786130987369529,3.2674190325017163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2347_0b10,software,analyst_update,customer_sentiment,Technology,0.012774280277317,1,0.4238060531677755,0.8634106025702829,-4.165379908326901,6.761179710841921,3.7880064183336346,-4.165379908326901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2348_b152,software,analyst_update,supply_chain_risk,,0.0135449189322999,0,0.6842123252908616,0.1633455366887689,-0.5787299424726988,-2.69809034947905,-3.7874606016294345,-0.5787299424726988,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2348_46a4,regulatory,product_launch,market_share,,0.0206596863290809,1,0.8027296187557678,0.3026032382310064,3.4704299497932034,-6.137312666755541,-2.162639882319416,3.4704299497932034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2348_0b10,,regulatory_change,revenue_growth_rate,Technology,0.0252988710761858,0,0.9852178661193772,0.2242488262695897,-1.949010891296016,4.009755551300529,-2.4975781424481047,-1.949010891296016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2349_b152,ai,analyst_update,customer_sentiment,,0.0103073983721781,0,0.3104044373175934,0.1980803602441078,-4.5437238866677525,-2.5954480388638768,-0.5963395139461369,-4.5437238866677525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2349_46a4,semiconductor,market_update,market_share,,0.0065505217861299,1,0.6786982826807498,0.7369396280541638,0.2062820838477319,0.8181646987490665,-0.076493478570051,0.2062820838477319,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2349_0b10,software,regulatory_change,customer_sentiment,Technology,0.0170084405071566,0,0.8992991808745815,0.4110471300280435,-1.3393025949718418,8.358843413657066,2.004467326977201,-1.3393025949718418,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2350_b152,regulatory,regulatory_change,revenue_growth_rate,,0.0366207432309392,0,0.1145159069313572,0.8046601207938618,-1.546522317836555,-7.320470307955642,3.3038906431883097,-1.546522317836555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2350_46a4,regulatory,earnings_report,market_share,,0.0057399002176231,-1,0.1557830606615639,0.3615386545752762,-1.1541240647619833,-3.101482491211913,2.6302870441208315,-1.1541240647619833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2350_0b10,earnings,market_update,revenue_growth_rate,Technology,0.0073647207908075,-1,0.6313056006108838,0.6162995371787928,0.0382654282476158,0.173549957583472,-2.2563409033682458,0.0382654282476158,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2351_b152,ai,analyst_update,market_share,,0.0261786830630437,1,0.7000180374677248,0.8926339073330204,1.434536193375211,-1.902559089756919,-0.6573432545187285,1.434536193375211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2351_46a4,ai,market_update,customer_sentiment,,0.0028127656572011,-1,0.8520338362246744,0.9072187800416776,-3.130496953001293,-7.614612222022861,-0.6719780557781074,-3.130496953001293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2351_0b10,hardware,earnings_report,revenue_growth_rate,Technology,0.0482050242438101,-1,0.435160153825218,0.7836587108000385,-0.577977375175448,-3.45248011069782,4.260216031075266,-0.577977375175448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2352_b152,regulatory,analyst_update,competitive_pressure,,0.0044809336769926,0,0.6883531182751558,0.9496745269896442,0.0179236474875621,-3.069424780152006,3.7848404942691074,0.0179236474875621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2352_46a4,,earnings_report,competitive_pressure,,0.044715290036665,1,0.906853947260207,0.9072426038412512,-1.8981292755759416,8.963108623415359,2.091553572882807,-1.8981292755759416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2352_0b10,earnings,regulatory_change,customer_sentiment,Technology,0.0166549403054065,0,0.6079467305965842,0.3496433706986607,1.8361294158897443,-2.3559973186907857,3.212372274266068,1.8361294158897443,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2353_b152,,product_launch,competitive_pressure,,0.0246664735761018,0,0.9251776543209008,0.4503064903989257,0.4697652839645605,8.905027487066624,-0.524571859372498,0.4697652839645605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2353_46a4,semiconductor,analyst_update,market_share,,0.0296566496626038,-1,0.9345114578287472,0.6316831063438123,-0.3142356296088178,7.010271589194157,1.6789109187621432,-0.3142356296088178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2353_0b10,regulatory,analyst_update,competitive_pressure,Technology,0.026918653657912,0,0.8520244399942808,0.9242981204413958,1.0064097897311042,-3.118665434946084,-3.2818494815543966,1.0064097897311042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2354_b152,ai,analyst_update,market_share,,0.0410304795904106,0,0.351347786778147,0.6218352357763282,1.866702989273986,-3.914614858516745,0.4847207620236438,1.866702989273986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2354_46a4,semiconductor,product_launch,revenue_growth_rate,,0.0088379701115041,-1,0.8798235470306425,0.5237825167538767,0.0094120005259923,-6.368056208098169,2.1327471210159175,0.0094120005259923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2354_0b10,regulatory,regulatory_change,market_share,Technology,0.0102482728176581,-1,0.1363162922066988,0.3620724019770419,1.791179178547878,3.026283931867655,1.3848499195756203,1.791179178547878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2355_b152,hardware,product_launch,competitive_pressure,,0.0229664346163598,0,0.651824092413705,0.7023412118249083,-4.058167443714476,4.046815759268389,4.559265491572982,-4.058167443714476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2355_46a4,semiconductor,earnings_report,supply_chain_risk,,0.034344457948993,0,0.4545149838020348,0.8091394370235993,2.088716477904563,6.528770894804432,0.1656003233676273,2.088716477904563,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2355_0b10,,regulatory_change,revenue_growth_rate,Technology,0.0119317237948598,0,0.2830564032323196,0.4949084740210857,1.2560883464998929,7.005681010354305,2.1340885007073407,1.2560883464998929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2356_b152,semiconductor,market_update,market_share,,0.0036702405841668,0,0.2518676655897269,0.9687808880955744,3.0963426720223417,5.432112334545511,2.118075420323734,3.0963426720223417,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2356_46a4,semiconductor,earnings_report,competitive_pressure,,0.0182157065006835,0,0.7734809502781397,0.6367635550401538,0.1998547454056121,9.526136319065916,4.636646550641521,0.1998547454056121,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2356_0b10,regulatory,earnings_report,revenue_growth_rate,Technology,0.0445694464711155,1,0.4976234960815293,0.9275444523606862,3.4826407104399904,-6.399085008267833,-2.4804174795342604,3.4826407104399904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2357_b152,earnings,earnings_report,market_share,,0.0115284756258799,0,0.6423607132260374,0.8118356038015438,0.928899489560836,-9.414501156309331,1.3319031073307783,0.928899489560836,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2357_46a4,semiconductor,analyst_update,supply_chain_risk,,0.0364866246727704,-1,0.7256338320752149,0.1607956845289617,3.4935070271590405,-1.3007019463065397,-1.0813767437600408,3.4935070271590405,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2357_0b10,hardware,market_update,supply_chain_risk,Technology,0.0119814360122908,0,0.9498895836187982,0.8853727956535066,-4.980372241425558,-3.974144544437126,2.3184624682847996,-4.980372241425558,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2358_b152,ai,analyst_update,customer_sentiment,,0.0329419011690646,-1,0.6924240859189315,0.8905807806284172,2.0617437151209552,3.152386650171475,-1.4529279105277793,2.0617437151209552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2358_46a4,earnings,analyst_update,revenue_growth_rate,,0.0153326580464546,0,0.2993631265757999,0.3819564211407986,3.5314140827946217,-6.405193201943378,3.0719091202644178,3.5314140827946217,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2358_0b10,regulatory,analyst_update,supply_chain_risk,Technology,0.0451365923905247,0,0.1268131506940077,0.8755738736392104,1.0216924871900013,-2.8598236397757204,1.052230439588551,1.0216924871900013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2359_b152,ai,analyst_update,customer_sentiment,,0.0086728208018996,-1,0.7904833857004969,0.6061689843590252,4.4481379134216406,4.336163762333898,3.620682156004515,4.4481379134216406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2359_46a4,software,earnings_report,customer_sentiment,,0.0269904894842857,0,0.4075678798928746,0.893784319773478,-4.810560467956159,-7.473265851045012,1.663010356467317,-4.810560467956159,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2359_0b10,,earnings_report,revenue_growth_rate,Technology,0.0019897295887168,0,0.2356206854630229,0.9069317050166384,4.622405371003694,-2.1745127249155294,-0.5364712067619248,4.622405371003694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2360_b152,earnings,market_update,customer_sentiment,,0.0375179176192621,1,0.6357026247408089,0.948990525255858,-0.8065617369199418,0.6006986133835746,2.2267588730592083,-0.8065617369199418,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2360_46a4,semiconductor,earnings_report,customer_sentiment,,0.032040210863112,0,0.902424230112448,0.555765663375349,0.9676533130608956,-4.001974023484387,-3.1564434844704756,0.9676533130608956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2360_0b10,ai,earnings_report,customer_sentiment,Technology,0.0351068053617434,0,0.2363348452139225,0.5911729447396218,2.3940703374335524,4.281255823903414,-3.055624720455455,2.3940703374335524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2361_b152,software,analyst_update,competitive_pressure,,0.0321347247717502,-1,0.5601833140183896,0.1602290298065831,2.7544145276500154,0.990088566484406,-3.811406261570447,2.7544145276500154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2361_46a4,semiconductor,product_launch,supply_chain_risk,,0.0251707671533726,1,0.9170011364986832,0.5120598954845708,-2.611413719750134,-1.5352382845747004,1.0327346663864356,-2.611413719750134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2361_0b10,,earnings_report,competitive_pressure,Technology,0.0320222744930019,-1,0.811853880505018,0.5201818593471752,2.0762484236153944,0.627641993415402,3.525685192667569,2.0762484236153944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2362_b152,regulatory,earnings_report,customer_sentiment,,0.0270838583886188,0,0.9382072044699292,0.7137839696098585,3.694989666880675,-4.061544905920944,1.4405928549470204,3.694989666880675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2362_46a4,earnings,earnings_report,supply_chain_risk,,0.0257355257402679,-1,0.245610510116312,0.7546641431159546,1.7800611692649382,-9.160449295064124,-3.157367847052046,1.7800611692649382,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2362_0b10,,analyst_update,revenue_growth_rate,Technology,0.0374242027616513,-1,0.7320791747261356,0.7937395020790895,-2.088891527265464,7.452589881042886,-0.3911285730350256,-2.088891527265464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2363_b152,software,market_update,revenue_growth_rate,,0.0471168090017238,0,0.8755795661073852,0.6494948331021572,-4.328325888000149,4.147010128991086,-1.214897211325815,-4.328325888000149,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2363_46a4,earnings,regulatory_change,market_share,,0.0034570683422839,1,0.3236970289164471,0.5617405910151873,-0.5226265721071177,4.271154227663246,3.596438130816202,-0.5226265721071177,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2363_0b10,ai,product_launch,supply_chain_risk,Technology,0.0190157517400187,1,0.1737385047441278,0.8682137902796118,-3.82923854497954,0.5977306558646922,-4.948350917568493,-3.82923854497954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2364_b152,ai,product_launch,competitive_pressure,,0.0398240556705251,1,0.9014613796979964,0.320955317101275,-4.850749535385576,2.672727914290629,-3.3501616967696055,-4.850749535385576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2364_46a4,semiconductor,analyst_update,market_share,,0.0017528655321486,0,0.2669675286080721,0.7448353896502536,1.9593771270100568,6.302314101484605,-0.3515440035697748,1.9593771270100568,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2364_0b10,hardware,product_launch,market_share,Technology,0.0425852844869371,1,0.5847433217112845,0.7194014715125637,0.1040476090761899,0.9584069687913476,-1.0711058900525927,0.1040476090761899,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2365_b152,software,product_launch,market_share,,0.0219194616064879,0,0.7267346804298456,0.4166334477982734,-0.7474544390221538,-0.6700724884944287,0.5083656421469096,-0.7474544390221538,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2365_46a4,regulatory,product_launch,supply_chain_risk,,0.0226713612376217,1,0.5027247825125859,0.2385934417981589,-4.682619686477424,7.539967445554618,-0.0038078633477711,-4.682619686477424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article_2365_0b10,earnings,product_launch,revenue_growth_rate,Technology,0.0220948693656594,0,0.7341326760672457,0.6724332695853302,2.38463666031684,-8.404000152441672,3.575031224475497,2.38463666031684,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
