article_id,article_published_at,abs_change_1day_after_pct,abs_change_1week_after_pct,consolidated_event_tags,consolidated_event_type,consolidated_factor_name,event_tag_category,factor_category,factor_magnitude,factor_movement,causal_certainty,article_source_credibility,market_perception_intensity,market_perception_hope_vs_fear,market_perception_surprise_vs_anticipated,market_perception_consensus_vs_division,ai_assessment_execution_risk,ai_assessment_business_impact_likelihood,perception_gap_optimism_bias,logical_directness,ai_tag_present,hardware_tag_present,software_tag_present,semiconductor_tag_present,cloud_services_tag_present,data_center_tag_present,cybersecurity_tag_present,blockchain_tag_present,vr_ar_tag_present,autonomous_tech_tag_present,space_tech_tag_present,earnings_tag_present,revenue_growth_tag_present,operating_margin_tag_present,valuation_tag_present,market_sentiment_tag_present,investor_sentiment_tag_present,capital_allocation_tag_present,investment_strategy_tag_present,product_innovation_tag_present,product_launch_tag_present,manufacturing_tag_present,supply_chain_tag_present,business_strategy_tag_present,partnership_tag_present,acquisition_tag_present,competitive_pressure_tag_present,regulatory_tag_present,legal_ruling_tag_present,antitrust_tag_present,government_policy_tag_present,trade_policy_tag_present,export_controls_tag_present,privacy_tag_present,compliance_tag_present,market_share_tag_present,customer_demand_tag_present,brand_reputation_tag_present,advertising_tag_present,ecommerce_tag_present,financial_services_tag_present,gaming_tag_present,streaming_tag_present,energy_tag_present,geopolitical_tag_present,china_tag_present,india_tag_present,tariff_tag_present,macroeconomic_tag_present,currency_tag_present,executive_change_tag_present,leadership_tag_present,shareholder_relations_tag_present,corporate_strategy_tag_present,cost_increase_tag_present,supply_disruption_tag_present,regulatory_change_tag_present,economic_conditions_tag_present
id2,2024-04-26,1.1705270208802867,-0.9581261703847144,"ai,hardware",analyst_update,market_perception,Technology & Innovation,Market Sentiment,0.4438540185262514,1,0.6339172650459497,0.7159443046960223,0.0064525482358281,0.1939161350942342,0.9219467060210104,0.3007347688188329,0.5321383990789288,0.8719427251745092,-0.1509342326812934,0.7176094356405037,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id3,2024-04-27,-0.7557498030980098,-3.152897481594821,"ai,hardware",analyst_update,market_perception,Financial & Markets,Financial Performance,0.505562254660802,1,0.8456400199498051,0.1325967527875572,0.2104568446904374,-0.8861329217505125,0.8955022029308328,0.6826810704056575,0.2512955602943046,0.6030417769919819,0.3684424203517935,0.353563940837941,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id4,2024-04-28,-0.8529358506884072,-4.732717852806822,"ai,hardware",analyst_update,operating_margin,Financial & Markets,Market Sentiment,0.1342149011999194,-1,0.4012820979287912,0.8636166098532858,0.7658592503256116,0.7488821344775571,-0.6513217134449987,0.4218220104963129,0.1628595781944655,0.822600830180055,-0.1420157904605523,0.5038862500730554,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id5,2024-04-29,1.1764335117435452,3.408032416834405,"ai,hardware",earnings_report,operating_margin,Technology & Innovation,Market Sentiment,0.4966105300473468,1,0.2191657894667501,0.3222948272783486,0.7550280107212478,-0.844621046097052,0.9307005687164728,0.4917850726391805,0.3115966082874801,0.6891123167629807,-0.6695315048817201,0.2736467891277723,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id1,2024-04-30,2.679128361006387,-1.6064431302744562,"ai,hardware",earnings_report,market_perception,Financial & Markets,Market Sentiment,0.7210160719678375,-1,0.1523292686152685,0.0774890234705462,0.8473644934870936,0.6233280448331102,0.1730820175020297,0.3295018020014415,0.5076002822658455,0.4469887919426002,-0.4219813515150503,0.4598418325362127,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id2,2024-05-01,2.0319805001313744,3.4294995683107183,"ai,hardware",analyst_update,market_perception,Technology & Innovation,Financial Performance,0.4083907994966682,-1,0.0284513150470168,0.8108923432387819,0.4703360400041251,-0.1457643829495223,-0.7846396084422258,0.0322287147402419,0.5690464413123434,0.6862651624107506,-0.4689833399174783,0.4060939486846989,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id3,2024-05-02,3.460728047973349,0.9145148785350096,"ai,hardware",earnings_report,operating_margin,Financial & Markets,Market Sentiment,0.3460508804091695,0,0.4994555876756016,0.8886399457743146,0.4224028127065955,0.1918101739366555,-0.15668164391031,0.6458157235178749,0.4229603022415584,0.8913623064290751,0.932643718483062,0.98476318511233,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id4,2024-05-03,-4.722026378740336,-2.2264622730357755,"ai,hardware",analyst_update,operating_margin,Financial & Markets,Financial Performance,0.6871150966098563,0,0.9988889810655516,0.6414704958920526,0.6316369761510282,0.2640264106057739,0.1595311438553437,0.986828740599116,0.0549809318777055,0.7386264732189572,0.2044399540830164,0.1776958214099372,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id5,2024-05-04,0.3932670710966892,2.470025819168033,"ai,hardware",earnings_report,revenue_growth_rate,Financial & Markets,Financial Performance,0.9740552259156168,0,0.868599371806458,0.9419577578907152,0.2097076501310897,-0.7636306954974035,0.7501609661540432,0.6484435719245731,0.6340075984292582,0.2213905689378917,-0.8497884680594701,0.973802972397649,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id1,2024-05-05,-3.906682998170368,-2.95724571243271,"ai,hardware",earnings_report,operating_margin,Technology & Innovation,Financial Performance,0.0170079284666903,1,0.784237820207216,0.6420536172566461,0.441230542438998,0.8391663693267244,-0.5186324098272399,0.4998659105295144,0.5895632651499392,0.0559521293274738,0.1561074002265301,0.4359655137969848,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id2,2024-05-06,-3.9809248464749714,-1.9225785148624936,"ai,hardware",analyst_update,market_perception,Financial & Markets,Financial Performance,0.8259952821820061,-1,0.881874696791221,0.8045798640626957,0.5958857926576407,-0.3534049755152657,-0.6561450152963597,0.6374240457842546,0.6329538200414473,0.5303789801178578,0.9180322811356084,0.2693411909312839,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id3,2024-05-07,-1.0395295482880749,1.0971548122200183,"ai,hardware",analyst_update,operating_margin,Financial & Markets,Market Sentiment,0.7025997395656887,-1,0.6706801808770227,0.231794226116597,0.1849817330371332,-0.8024124900827767,-0.3576728431875948,0.0573855990635625,0.5467793197485343,0.0969279187413924,-0.5915721486592109,0.5700824743990278,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id4,2024-05-08,1.4084660147105326,6.016929004946574,"ai,hardware",analyst_update,operating_margin,Financial & Markets,Financial Performance,0.8454341115618849,-1,0.9879885591009968,0.4924313509821775,0.1891313590015648,0.8267057948758718,0.944103492892477,0.2474889157869911,0.8755266276025074,0.4211375705356236,-0.0912296456473422,0.6377506448131292,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id5,2024-05-09,-2.138296735015987,4.0186737588296335,"ai,hardware",analyst_update,operating_margin,Technology & Innovation,Market Sentiment,0.6840795500411125,1,0.1777625252639271,0.2925155991941685,0.0967272633248158,0.8106930128660421,0.8302859463046888,0.8897371353399403,0.6698131207260123,0.6832124498157527,-0.0420989514918785,0.4747758618729769,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id1,2024-05-10,0.6294235556518843,-4.499401176769601,"ai,hardware",product_launch,revenue_growth_rate,Financial & Markets,Market Sentiment,0.3266041914454665,1,0.2331674773666949,0.626174137776708,0.0457341402876433,-0.0556216691409616,-0.1367719569460463,0.2303176720026915,0.2419392207537389,0.0753700385630767,-0.3803346036708384,0.1782029424564832,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id2,2024-05-11,3.624526622634975,2.7042559462882103,"ai,hardware",product_launch,market_perception,Technology & Innovation,Financial Performance,0.0890054662420283,1,0.4522900841313952,0.17133682914405,0.9696760248143548,-0.9749591366269464,0.033518972670028,0.4175595770401206,0.8442634358006801,0.9022005669094452,-0.2004774852804058,0.1439770279226262,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id3,2024-05-12,3.388661734400836,-6.739649051586864,"ai,hardware",analyst_update,market_perception,Technology & Innovation,Market Sentiment,0.2481527232136887,0,0.8817826407260406,0.575611613989717,0.5014793147171791,-0.7376766649481963,0.4478159216410706,0.0035641183407962,0.4322835441412077,0.4720702755729018,-0.0313412034327973,0.1558982850727764,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id4,2024-05-13,-0.3359308901202991,0.5149149284851176,"ai,hardware",product_launch,revenue_growth_rate,Technology & Innovation,Market Sentiment,0.9279476902901028,-1,0.257957702967876,0.7415814692615815,0.4262483903028874,0.2128979634928625,-0.5283561366262732,0.7143054577669041,0.3220034501731317,0.2815795608943329,0.1382360969255442,0.1540249925430871,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id5,2024-05-14,-2.645885767877605,-2.353584613393882,"ai,hardware",analyst_update,operating_margin,Technology & Innovation,Financial Performance,0.1170512750380583,0,0.1298995060009221,0.9961485484038232,0.2582045945003148,0.549315372008671,-0.94842011957894,0.2629109330213339,0.9698761378468403,0.9104899594371468,0.0421206680752324,0.1109799411163063,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id1,2024-05-15,2.0932352930455136,0.0951829245042178,"ai,hardware",earnings_report,revenue_growth_rate,Technology & Innovation,Financial Performance,0.4205719149634918,-1,0.2897760090233139,0.9969224135953167,0.1392637584966194,-0.212909126423231,-0.622470561291957,0.2340501819840341,0.0933907054950713,0.9047548079489912,-0.9846826063387566,0.8131172210918575,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id2,2024-05-16,2.716498202263394,-0.3164656390156518,"ai,hardware",analyst_update,operating_margin,Financial & Markets,Financial Performance,0.2747296857778925,0,0.0776640348845671,0.42096560526781,0.8349772937370786,-0.6118147488900199,-0.21488534901167,0.9361624695957376,0.8980273605554747,0.3814446712691809,0.2553913749672098,0.2314809448584042,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id3,2024-05-17,2.349573607950993,3.48864933067394,"ai,hardware",product_launch,market_perception,Financial & Markets,Financial Performance,0.4847858784205131,-1,0.559781595525175,0.8583480783619124,0.4455573691136142,-0.2451265128157358,-0.4659531922848647,0.379475040653634,0.2633930237552933,0.2827786530943214,0.257240089455639,0.9889490970712064,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id4,2024-05-18,-5.059668653931535,-4.542514492241256,"ai,hardware",analyst_update,market_perception,Technology & Innovation,Market Sentiment,0.1687624538120561,-1,0.3575914654573564,0.3135855816375671,0.0487274010359247,0.0903030685232855,0.9747897902531408,0.9707530005495332,0.5797193831769374,0.7393671167614217,0.6978418145698428,0.4218032388189011,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id5,2024-05-19,2.6440283789482377,-5.329284173743892,"ai,hardware",product_launch,operating_margin,Financial & Markets,Market Sentiment,0.2806446958836102,-1,0.9919095262377928,0.5299784778416646,0.8480613275056909,0.3069553399884412,0.9077062805375308,0.638976961790704,0.6288028983556191,0.6519759683247509,-0.1676904733753663,0.2240892713453981,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id1,2024-05-20,0.4316652819425366,5.081471392208004,"ai,hardware",earnings_report,market_perception,Technology & Innovation,Financial Performance,0.940453677225764,0,0.4704915944144436,0.525239142325423,0.5459770491137373,-0.3848048768628298,-0.8249173492335058,0.6366227055717625,0.6761955764122066,0.3870765173875993,-0.6371932896674541,0.2088669709224413,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id2,2024-05-21,1.070819473922234,-8.806241284781072,"ai,hardware",product_launch,operating_margin,Technology & Innovation,Financial Performance,0.3752811785615595,0,0.996495406663102,0.7126670789888628,0.7095259921502374,0.8451691338898779,0.6729742816671369,0.4812875438951242,0.3876199153485563,0.3184623442908993,0.7585631423311061,0.1736044755793933,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id3,2024-05-22,0.1545580951867579,6.922597194454649,"ai,hardware",analyst_update,market_perception,Financial & Markets,Financial Performance,0.8039172420912116,0,0.9575624461792664,0.9721602406272236,0.1988812777125091,0.2802569749430745,0.5598784641951209,0.0399530351840143,0.4526181317108413,0.8977826825243854,0.5379400084131074,0.2522519832284858,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id4,2024-05-23,2.23336183730788,1.0712798643942223,"ai,hardware",earnings_report,revenue_growth_rate,Financial & Markets,Financial Performance,0.6519149698937688,-1,0.8499606215694988,0.331610963864195,0.8633887554085828,-0.6617462034048343,0.3782763698976581,0.8215981021003075,0.1246925053223098,0.7809728885349013,-0.3888600835902125,0.3562069285915183,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id5,2024-05-24,2.1696054547391026,1.9565245356369692,"ai,hardware",analyst_update,revenue_growth_rate,Technology & Innovation,Financial Performance,0.5041806238244563,0,0.7961055708725416,0.8470773394466335,0.4668746434425106,-0.7417425084024252,0.8837174974351549,0.1075424028416818,0.4607229748696415,0.1200831712513548,0.2127117459969927,0.8430125072317486,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id1,2024-05-25,0.626788375279719,5.558717951009617,"ai,hardware",earnings_report,revenue_growth_rate,Technology & Innovation,Market Sentiment,0.0151517146408778,1,0.4354648375677559,0.4431662586590644,0.74051733133834,-0.2633356679318925,-0.2873468879194727,0.8972044440977738,0.6547017416154695,0.9467135506911926,-0.6514005045662179,0.6794995063309545,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id2,2024-05-26,-0.984701009833956,1.304918756475653,"ai,hardware",earnings_report,revenue_growth_rate,Financial & Markets,Financial Performance,0.1564281123126414,1,0.4460724397348804,0.2701213488475977,0.5686683405470958,-0.310913107482911,-0.6479809577151359,0.1633161832805163,0.0683530331246794,0.7480760175136477,0.2342433160802404,0.2563825663278637,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id3,2024-05-27,-7.021173937501267,-4.239610208697345,"ai,hardware",product_launch,operating_margin,Financial & Markets,Financial Performance,0.8063447347618292,0,0.5928481837338646,0.0985424615460864,0.6333735415014464,-0.1717013986889086,-0.2830626796844608,0.8911341500346429,0.1498523240027919,0.4443400068413147,0.7642752464620495,0.8995034465622528,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id4,2024-05-28,2.9967537615873123,1.3527562018648869,"ai,hardware",earnings_report,operating_margin,Technology & Innovation,Financial Performance,0.9239843892463512,1,0.826824076823758,0.8051743114616199,0.0084285893645745,0.9835801504921792,0.8516926013922017,0.3861646176542189,0.0042346688231087,0.0452251295246759,-0.4068886111828307,0.1547214504670019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id5,2024-05-29,1.8026579626677464,5.196332732670463,"ai,hardware",earnings_report,market_perception,Financial & Markets,Financial Performance,0.6550445408870532,1,0.2438952874511427,0.7269792637972978,0.1516088008196764,0.429779642118675,0.4677698064252178,0.1728098959638608,0.573731399924713,0.8349371654384063,0.7249595968966971,0.396401349460268,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id1,2024-05-30,-1.777002803069207,-4.576429901076355,"ai,hardware",earnings_report,market_perception,Financial & Markets,Market Sentiment,0.0175004466458391,0,0.6798830745044899,0.6795817007936994,0.6922873419840183,0.960766773154969,0.4488105157595237,0.6318433430255748,0.8105206265061146,0.0894162749478475,0.2253793594919253,0.9155733913476384,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id2,2024-05-31,-1.290195655853554,5.1702252032325635,"ai,hardware",analyst_update,revenue_growth_rate,Technology & Innovation,Financial Performance,0.345137066905653,-1,0.9419235283458184,0.1905598854241389,0.12852389147365,0.5209174570933945,0.4712620533283118,0.6335304039562388,0.740751515333493,0.2079684681017096,-0.2085649653051382,0.5421077412802571,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id3,2024-06-01,1.533836726037269,1.0597278320343766,"ai,hardware",analyst_update,operating_margin,Technology & Innovation,Financial Performance,0.9072406791744064,-1,0.9629351273469716,0.2623798111589184,0.0449320578106307,-0.6992740620444138,-0.4692326215923241,0.0344170870020825,0.4075003850754658,0.9292670319872108,-0.1065872302313466,0.1567444338984857,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id4,2024-06-02,3.66482781335002,1.6225668108320972,"ai,hardware",analyst_update,revenue_growth_rate,Technology & Innovation,Market Sentiment,0.2910006141300316,-1,0.7967283048660099,0.7510719840276155,0.0494266780670359,0.7824283255931128,0.189197351290975,0.9001540500375238,0.3142516558836556,0.1639075120105735,-0.11007059824227,0.6639184060723222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id5,2024-06-03,4.685051106600191,-1.107210549377922,"ai,hardware",product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,0.6347850384551718,0,0.9614383138650472,0.1892221536778356,0.165320566875285,0.1684631206626259,0.8022155050387338,0.0019856757394715,0.6875802934263587,0.2840778704797991,0.1407654500920609,0.5803745182438715,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id1,2024-06-04,-1.5954548289264832,-3.2446547473303196,"ai,hardware",product_launch,market_perception,Financial & Markets,Market Sentiment,0.1578629865387648,-1,0.1376725001938981,0.4248049737405653,0.0561789670576376,0.0299445394180579,-0.2082073123091967,0.3187300298631327,0.6207625972238617,0.891949467881096,-0.1749697563710803,0.9662462790216764,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id2,2024-06-05,0.3365098536992935,6.9993173154456185,"ai,hardware",product_launch,market_perception,Financial & Markets,Financial Performance,0.1946979869990018,-1,0.8152357633280147,0.1337093523445203,0.1831204392243577,0.0807468100508974,-0.9009220492684606,0.8528248339370927,0.8358815464253299,0.2488883897675667,-0.6095117203242888,0.4534500434792382,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id3,2024-06-06,1.711780382103817,4.0416657037478725,"ai,hardware",product_launch,operating_margin,Financial & Markets,Market Sentiment,0.093446797773548,-1,0.7913325362598694,0.0719172013213285,0.1843293823813145,0.9538475482116936,-0.586099928962381,0.591756503301703,0.3864609850831527,0.8225009807958846,0.6446738030127435,0.3572697857785575,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id4,2024-06-07,1.7242797957253806,-1.830658415543748,"ai,hardware",product_launch,market_perception,Financial & Markets,Financial Performance,0.3938325114650001,-1,0.4014760153967905,0.3433584156073821,0.433982972538639,-0.6437055567659637,0.4539787596051237,0.2776781574983809,0.1339924007052434,0.7542144523656287,-0.4204126819616174,0.7268444552677753,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id5,2024-06-08,-0.2556897787293017,-0.753940490772876,"ai,hardware",analyst_update,revenue_growth_rate,Financial & Markets,Financial Performance,0.8849903794404145,0,0.0340991915482734,0.3939510881548094,0.3996643061279876,-0.7657725042738348,-0.6772679995597735,0.6050037627352163,0.4203990920811711,0.2294957710584602,0.3961178485822376,0.4067761148738862,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id1,2024-06-09,-1.4123221876241223,-5.032100158415983,"ai,hardware",analyst_update,operating_margin,Technology & Innovation,Financial Performance,0.6660663074749407,-1,0.5436468923049105,0.455760573021098,0.6321132225264844,0.5028282928461061,-0.7215169773801144,0.6826305859094746,0.3751490014899484,0.4324974921148321,-0.5244524541761266,0.8257854265528685,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id2,2024-06-10,2.6087007189478157,-1.014559551412061,"ai,hardware",product_launch,market_perception,Financial & Markets,Financial Performance,0.0488403572797944,1,0.3249941027791035,0.5591297209563432,0.5246970757583077,0.0089982595756967,-0.9795017690892698,0.7643912952166665,0.9139955768808238,0.3561532978821599,0.8615816824425258,0.1897039138376408,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
