id,article_id,article_published_at,abs_change_1day_after_pct,abs_change_1week_after_pct,signed_magnitude,consolidated_event_type,consolidated_factor_name,consolidated_event_tags,event_tag_category,factor_category,event_orientation,factor_orientation,evidence_level,evidence_source,market_regime,article_audience_split,event_trigger,market_perception_emotional_profile,market_perception_cognitive_biases,factor_magnitude,factor_movement,causal_certainty,article_source_credibility,market_perception_intensity,market_perception_hope_vs_fear,market_perception_surprise_vs_anticipated,market_perception_consensus_vs_division,market_perception_narrative_strength,ai_assessment_execution_risk,ai_assessment_competitive_risk,ai_assessment_business_impact_likelihood,ai_assessment_timeline_realism,ai_assessment_fundamental_strength,perception_gap_optimism_bias,perception_gap_risk_awareness,perception_gap_correction_potential,regime_alignment,reframing_potential,narrative_disruption,logical_directness,market_consensus_on_causality,article_author_credibility,article_publisher_credibility,article_time_lag_days,factor_effect_horizon_days,factor_about_time_days
789aab13-f7f8-4a46-a66c-fcd6c5eb3eb5,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.03,earnings_report,market_perception,"['earnings', 'ai']","Financial, Technology",Market Sentiment,predictive,predictive,implied,article_text,sideways,both,earnings_call,"['optimism', 'interest']",['confirmation_bias'],0.03,1,0.8,0.5,0.5,0.3,0.1,0.5,0.5,0.25,0.35,0.7,0.7,0.8,0.15,-0.1,0.25,0.3,0.4,0.3,0.7,0.7,0.3,0.7,,75,45
eb6160b4-31ed-4d33-8e6b-7e9663a06632,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.01,earnings_report,supply_availability,"['earnings', 'ai']","Financial, Technology",Operational Metrics,predictive,predictive,implied,article_text,sideways,both,earnings_call,"['concern', 'interest']",['availability_heuristic'],0.01,1,0.75,0.5,0.5,0.3,-0.1,0.5,0.5,0.3,0.3,0.7,0.7,0.8,0.1,,0.2,0.1,0.5,0.3,0.7,0.7,0.3,0.7,,75,45
0839d210-c400-4a5e-88f5-8f9e11200cf0,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.0,earnings_report,earnings_per_share,"['earnings', 'ai']","Financial, Technology",Financial Performance,predictive,predictive,explicit,article_text,sideways,both,earnings_call,"['interest', 'anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.0,0,1.0,0.5,0.7,0.2,-0.1,0.7,0.6,0.1,0.3,0.8,0.8,0.9,0.1,0.7,0.6,0.1,0.3,0.2,1.0,0.9,0.3,0.7,,0,0
b7618262-bcc3-41dc-becc-5e6933d11363,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.0,earnings_report,earnings_per_share,"['earnings', 'ai']","Financial, Technology",Financial Performance,predictive,predictive,explicit,article_text,sideways,both,earnings_call,"['interest', 'anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.01,0,1.0,0.5,0.7,0.2,-0.1,0.7,0.7,0.1,0.3,0.8,0.8,0.9,0.1,0.7,0.3,0.1,0.3,0.2,1.0,0.9,0.3,0.7,,90,0
ef336495-7ad1-447d-a3de-e6dc097ad490,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.02,earnings_report,supply_availability,"['earnings', 'ai']","Financial, Technology",Operational Metrics,predictive,predictive,implied,article_text,sideways,both,earnings_call,"['optimism', 'confidence']",['confirmation_bias'],0.02,1,0.85,0.5,0.6,0.5,,0.6,0.6,0.2,0.4,0.75,0.7,0.85,0.15,-0.05,0.25,0.2,0.4,0.3,0.8,0.8,0.3,0.7,,60,30
d976a3f7-0466-4b3b-ac2d-02f7a80d102e,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.02,earnings_report,supply_availability,"['earnings', 'ai']","Financial, Technology",Operational Metrics,predictive,predictive,implied,article_text,sideways,both,earnings_call,"['confidence', 'interest']",['anchoring_bias'],0.02,1,0.85,0.5,0.6,0.3,,0.5,0.6,0.3,0.3,0.75,0.7,0.85,0.1,-0.05,0.2,0.2,0.4,0.3,0.8,0.75,0.3,0.7,,60,30
dc7d84bb-bc5b-446d-907a-fb8405c02f2f,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.015,earnings_report,production_capacity,"['earnings', 'ai']","Financial, Technology",Operational Metrics,predictive,predictive,implied,article_text,sideways,both,earnings_call,['interest'],['optimism_bias'],0.015,1,0.75,0.5,0.4,0.2,,0.4,0.4,0.3,0.4,0.65,0.6,0.75,0.1,-0.05,0.2,0.2,0.5,0.3,0.7,0.65,0.3,0.7,,90,60
e0f13731-1899-4949-83b3-9639439da81a,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,-0.02,earnings_report,supply_availability,"['earnings', 'ai']","Financial, Technology",Operational Metrics,predictive,predictive,implied,article_text,sideways,both,earnings_call,"['concern', 'uncertainty']","['loss_aversion', 'confirmation_bias']",0.02,-1,0.7,0.5,0.6,-0.2,0.1,0.5,0.4,0.3,0.5,0.6,0.7,0.7,-0.1,0.5,0.4,-0.1,0.5,0.4,0.7,0.6,0.3,0.7,,75,45
de8cb3ae-3ec5-4af1-b90a-cfb819586023,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.0,earnings_report,earnings_per_share,"['earnings', 'ai']","Financial, Technology",Financial Performance,predictive,predictive,explicit,article_text,sideways,both,earnings_call,"['anticipation', 'interest', 'optimism']","['confirmation_bias', 'optimism_bias']",0.0,0,1.0,0.5,0.7,0.4,0.1,0.7,0.7,0.1,0.3,0.8,0.8,0.9,0.2,-0.1,0.3,0.1,0.3,0.2,1.0,0.9,0.3,0.7,,90,0
6d2922cb-803c-44e9-816c-a98f2223bb00,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,-0.008,earnings_report,supply_availability,"['earnings', 'ai']","Financial, Technology",Operational Metrics,predictive,predictive,implied,article_text,sideways,both,earnings_call,"['concern', 'uncertainty']","['availability_heuristic', 'loss_aversion']",0.008,-1,0.7,0.5,0.6,-0.2,0.1,0.5,0.5,0.3,0.5,0.6,0.7,0.7,-0.1,0.5,0.4,-0.1,0.5,0.3,0.7,0.6,0.3,0.7,,75,45
d30f3dfe-c423-45ec-b93e-41404b54b3f0,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.01,earnings_report,supply_availability,"['earnings', 'ai']","Financial, Technology",Operational Metrics,predictive,predictive,implied,article_text,sideways,both,earnings_call,"['interest', 'optimism']",['availability_heuristic'],0.01,1,0.8,0.5,0.5,0.3,,0.6,0.5,0.2,0.4,0.7,0.7,0.8,0.2,0.6,0.5,0.2,0.4,0.3,0.8,0.7,0.3,0.7,,60,30
efb017a3-8f40-42a6-b929-a5d50d3d635b,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.005,earnings_report,supply_availability,"['earnings', 'ai']","Financial, Technology",Operational Metrics,predictive,predictive,implied,article_text,sideways,both,earnings_call,"['interest', 'optimism']",['confirmation_bias'],0.005,1,0.8,0.5,0.5,0.1,,0.6,0.6,0.2,0.4,0.7,0.7,0.8,0.1,0.6,0.3,0.1,0.4,0.1,0.8,0.7,0.3,0.7,,60,30
4b358893-ef34-4526-9c4e-d0885f118d53,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.02,earnings_report,supply_availability,"['earnings', 'ai']","Financial, Technology",Operational Metrics,predictive,predictive,implied,article_text,sideways,both,earnings_call,"['optimism', 'confidence']",['confirmation_bias'],0.02,1,0.85,0.5,0.6,0.5,,0.6,0.6,0.2,0.4,0.75,0.7,0.85,0.15,-0.05,0.25,0.2,0.4,0.3,0.8,0.8,0.3,0.7,,60,30
d2da7df2-2abb-469f-bea2-c2749008f424,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.02,earnings_report,revenue_growth_rate,"['earnings', 'ai']","Financial, Technology",Financial Performance,predictive,predictive,model,model_inference,sideways,both,earnings_call,"['optimism', 'confidence']",['confirmation_bias'],0.02,1,0.65,0.5,0.5,0.4,0.1,0.5,0.5,0.4,0.5,0.6,0.6,0.7,0.1,-0.1,0.25,0.3,0.4,0.3,0.6,0.6,0.3,0.7,,90,75
89b6c92b-bd74-47a3-80b0-152cd6b22024,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.02,earnings_report,revenue_growth_rate,"['earnings', 'ai']","Financial, Technology",Financial Performance,predictive,predictive,implied,article_text,sideways,both,earnings_call,"['optimism', 'anticipation']","['optimism_bias', 'confirmation_bias']",0.02,1,0.75,0.5,0.6,0.4,0.2,0.6,0.5,0.2,0.4,0.7,0.8,0.85,0.15,0.6,0.5,0.3,0.4,0.3,0.8,0.7,0.3,0.7,,90,60
8adafecf-ba2d-4d0b-8fc0-ccb2166c1617,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.0,earnings_report,earnings_per_share,"['earnings', 'ai']","Financial, Technology",Financial Performance,predictive,predictive,explicit,article_text,sideways,both,earnings_call,"['anticipation', 'interest', 'optimism']","['confirmation_bias', 'optimism_bias']",0.0,0,1.0,0.5,0.7,0.4,-0.1,0.6,0.7,0.2,0.4,0.8,0.8,0.9,0.2,-0.1,0.3,0.1,0.3,0.2,1.0,0.9,0.3,0.7,,90,0
423dd7f7-64f8-4523-92a0-060c5ffe2c55,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.015,earnings_report,production_capacity,"['earnings', 'ai']","Financial, Technology",Operational Metrics,predictive,predictive,implied,article_text,sideways,both,earnings_call,['interest'],['optimism_bias'],0.015,1,0.75,0.5,0.4,0.2,,0.4,0.4,0.3,0.4,0.65,0.6,0.75,0.1,-0.05,0.2,0.2,0.5,0.3,0.7,0.65,0.3,0.7,,90,60
92203c03-8242-4be5-b820-17a9a70b3702,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.02,earnings_report,supply_availability,"['earnings', 'ai']","Financial, Technology",Operational Metrics,predictive,predictive,implied,article_text,sideways,both,earnings_call,"['confidence', 'interest']",['anchoring_bias'],0.02,1,0.85,0.5,0.6,0.3,,0.5,0.6,0.3,0.3,0.75,0.7,0.85,0.1,-0.05,0.2,0.2,0.4,0.3,0.8,0.75,0.3,0.7,,60,30
0ffa09fc-e10b-4ec2-9182-c0debbd3caab,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,-0.02,earnings_report,supply_availability,"['earnings', 'ai']","Financial, Technology",Operational Metrics,predictive,predictive,implied,article_text,sideways,both,earnings_call,"['concern', 'uncertainty']","['loss_aversion', 'confirmation_bias']",0.02,-1,0.7,0.5,0.6,-0.2,0.1,0.5,0.4,0.3,0.5,0.6,0.7,0.7,-0.1,0.5,0.4,-0.1,0.5,0.4,0.7,0.6,0.3,0.7,,75,45
866d3e67-7d23-4917-b504-dcfe892209a9,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.015,earnings_report,production_capacity,"['earnings', 'ai']","Financial, Technology",Operational Metrics,predictive,predictive,model,model_inference,sideways,both,earnings_call,"['optimism', 'interest']",['optimism_bias'],0.015,1,0.7,0.5,0.4,0.3,,0.4,0.4,0.4,0.5,0.65,0.6,0.75,0.15,-0.1,0.3,0.2,0.4,0.3,0.6,0.6,0.3,0.7,,90,60
102ff4e1-77e2-4c2c-909d-75666e0bcad5,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.0,earnings_report,earnings_per_share,"['earnings', 'ai']","Financial, Technology",Financial Performance,predictive,predictive,explicit,article_text,sideways,both,earnings_call,"['interest', 'anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.0,0,1.0,0.5,0.7,0.2,-0.1,0.7,0.6,0.1,0.3,0.8,0.8,0.9,0.1,0.7,0.6,0.1,0.3,0.2,1.0,0.9,0.3,0.7,,0,0
26acb33b-3333-4716-a71c-9617239f186c,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.01,earnings_report,supply_availability,"['earnings', 'ai']","Financial, Technology",Operational Metrics,predictive,predictive,implied,article_text,sideways,both,earnings_call,"['interest', 'optimism']",['availability_heuristic'],0.01,1,0.8,0.5,0.5,0.3,,0.6,0.5,0.2,0.4,0.7,0.7,0.8,0.2,0.6,0.5,0.2,0.4,0.3,0.8,0.7,0.3,0.7,,60,30
ce5f35ca-79ef-4db5-9f81-b0e0078c6238,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.02,earnings_report,revenue_growth_rate,"['earnings', 'ai']","Financial, Technology",Financial Performance,predictive,predictive,model,model_inference,sideways,both,earnings_call,"['optimism', 'confidence']",['confirmation_bias'],0.02,1,0.65,0.5,0.5,0.4,0.1,0.5,0.5,0.4,0.5,0.6,0.6,0.7,0.1,-0.1,0.25,0.3,0.4,0.3,0.6,0.6,0.3,0.7,,90,75
99e9a0e4-fbad-484f-a5be-8d087853626b,0bc2d8d7-b3f6-4685-80b1-dc33f3e709a3,2025-02-26T21:03:24+00:00,-1.141619099204192,-1.899920836631808,0.01,earnings_report,revenue_growth_rate,"['earnings', 'ai']","Financial, Technology",Financial Performance,predictive,predictive,model,model_inference,sideways,both,earnings_call,"['optimism', 'confidence']",['optimism_bias'],0.01,1,0.8,0.5,0.5,0.3,,0.6,0.6,0.2,0.4,0.75,0.8,0.85,0.1,0.6,0.3,0.2,0.3,0.1,0.8,0.7,0.3,0.7,,90,60
0ef728d4-6d24-40ba-97fd-0c227812a783,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.01,earnings_report,investment_level,"['cloud_computing', 'sales']","Technology, Business Functions",Investment & Capital,reflective,predictive,implied,article_text,sideways,both,press_release,"['concern', 'interest']","['availability_heuristic', 'anchoring_bias']",0.01,1,0.8,0.7,0.6,-0.1,0.2,0.6,0.6,0.3,0.6,0.7,0.7,0.7,-0.1,0.1,0.4,0.3,0.5,0.5,0.8,0.7,0.1,0.7,,90,30
0f71d286-9272-40ea-b24f-84a0ac2cdbce,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.02,earnings_report,revenue_growth_rate,"['cloud_computing', 'sales']","Technology, Business Functions",Financial Performance,reflective,reflective,explicit,article_text,sideways,both,press_release,"['interest', 'anticipation', 'optimism']","['recency_bias', 'confirmation_bias']",0.02,1,1.0,0.7,0.8,0.1,0.3,0.7,0.7,0.1,0.7,0.9,0.8,0.9,0.2,-0.3,0.5,0.2,0.3,0.4,1.0,1.0,0.1,0.7,,30,0
e47c39ba-62ad-4459-af8c-001b5a83f886,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.015,earnings_report,investment_level,"['cloud_computing', 'sales']","Technology, Business Functions",Investment & Capital,reflective,predictive,implied,model_inference,sideways,both,press_release,"['anticipation', 'interest']",['planning_fallacy'],0.015,1,0.7,0.7,0.5,0.2,,0.5,0.5,0.4,0.6,0.6,0.6,0.8,0.1,-0.2,0.3,0.4,0.6,0.4,0.7,0.6,0.1,0.7,,270,90
38e5b104-4113-40e5-a280-ac3d1882f8e3,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.03,earnings_report,revenue_growth_rate,"['cloud_computing', 'sales']","Technology, Business Functions",Financial Performance,reflective,reflective,explicit,article_text,sideways,both,press_release,"['excitement', 'optimism', 'interest']","['recency_bias', 'confirmation_bias']",0.03,1,1.0,0.7,0.8,0.5,0.3,0.7,0.8,0.1,0.7,0.9,0.8,0.9,0.2,-0.3,0.4,0.7,0.3,0.4,1.0,1.0,0.1,0.7,,365,0
37c7bcee-0cfd-41c4-89d4-3839ddba8b0a,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.01,earnings_report,investment_level,"['cloud_computing', 'sales']","Technology, Business Functions",Investment & Capital,reflective,predictive,implied,article_text,sideways,both,press_release,"['concern', 'interest']","['availability_heuristic', 'anchoring_bias']",0.01,1,0.8,0.7,0.6,-0.1,0.2,0.6,0.6,0.3,0.6,0.7,0.7,0.7,-0.1,0.1,0.4,0.3,0.5,0.5,0.8,0.7,0.1,0.7,,90,30
341ddea0-4cb0-499d-8c1a-e0c7a241e222,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.015,earnings_report,investment_level,"['cloud_computing', 'sales']","Technology, Business Functions",Investment & Capital,reflective,predictive,implied,model_inference,sideways,both,press_release,"['anticipation', 'interest']",['planning_fallacy'],0.015,1,0.7,0.7,0.5,0.2,,0.5,0.5,0.4,0.6,0.6,0.6,0.8,0.1,-0.2,0.3,0.4,0.6,0.4,0.7,0.6,0.1,0.7,,270,90
262b4fcb-13cf-44c6-b6c7-f7d01e878b82,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.03,earnings_report,revenue_growth_rate,"['cloud_computing', 'sales']","Technology, Business Functions",Financial Performance,reflective,reflective,explicit,article_text,sideways,both,press_release,"['excitement', 'optimism', 'interest']","['recency_bias', 'confirmation_bias']",0.03,1,1.0,0.7,0.8,0.5,0.3,0.7,0.8,0.1,0.7,0.9,0.8,0.9,0.2,-0.3,0.4,0.7,0.3,0.4,1.0,1.0,0.1,0.7,,365,0
1d8f7c86-9a6c-44a2-8df1-4e7d9ee6b1e7,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.02,earnings_report,revenue_growth_rate,"['cloud_computing', 'sales']","Technology, Business Functions",Financial Performance,reflective,reflective,explicit,article_text,sideways,both,press_release,"['interest', 'anticipation', 'optimism']","['recency_bias', 'confirmation_bias']",0.02,1,1.0,0.7,0.8,0.1,0.3,0.7,0.7,0.1,0.7,0.9,0.8,0.9,0.2,-0.3,0.5,0.2,0.3,0.4,1.0,1.0,0.1,0.7,,30,0
59dd1d50-a9f0-4ed6-bbc7-07068d84d98a,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.025,earnings_report,revenue_growth_rate,"['cloud_computing', 'sales']","Technology, Business Functions",Financial Performance,reflective,reflective,implied,model_inference,sideways,both,press_release,"['optimism', 'interest']",['confirmation_bias'],0.025,1,0.6,0.7,0.5,0.4,,0.5,0.6,0.4,0.6,0.6,0.6,0.75,0.1,-0.2,0.3,0.4,0.5,0.3,0.6,0.6,0.1,0.7,,365,365
9a207816-4896-4755-9458-9dcc1bbb52dc,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.01,earnings_report,competitive_pressure,"['cloud_computing', 'sales']","Technology, Business Functions",Strategic Factors,reflective,predictive,implied,article_text,sideways,both,press_release,"['concern', 'interest']",['availability_heuristic'],0.01,1,0.8,0.7,0.6,-0.1,0.1,0.6,0.6,0.3,0.8,0.7,0.7,0.7,-0.1,0.2,0.3,0.5,0.5,0.3,0.8,0.7,0.1,0.7,,180,30
d664916a-c455-4c2f-912a-37a1ff9992c4,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.015,earnings_report,product_innovation_rate,"['cloud_computing', 'sales']","Technology, Business Functions",Strategic Factors,reflective,predictive,implied,model_inference,sideways,both,press_release,"['optimism', 'interest']","['optimism_bias', 'confirmation_bias']",0.015,1,0.7,0.7,0.5,0.2,0.1,0.5,0.5,0.4,0.5,0.6,0.6,0.7,0.1,-0.1,0.3,0.4,0.6,0.4,0.7,0.6,0.1,0.7,,180,90
4b7fa9d5-52ad-4f4f-8eae-9ce1b150f48d,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.015,earnings_report,customer_demand,"['cloud_computing', 'sales']","Technology, Business Functions",Customer Dynamics,reflective,predictive,implied,article_text,sideways,both,press_release,"['optimism', 'interest']",['availability_heuristic'],0.015,1,0.9,0.7,0.7,0.2,0.2,0.6,0.6,0.2,0.6,0.85,0.7,0.85,0.15,-0.2,0.4,0.4,0.3,0.3,0.8,0.8,0.1,0.7,,180,30
f464f75c-f66f-47a3-a084-2cd1b126df0b,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.02,earnings_report,product_innovation_rate,"['cloud_computing', 'sales']","Technology, Business Functions",Strategic Factors,reflective,predictive,implied,model_inference,sideways,both,press_release,"['optimism', 'confidence']","['optimism_bias', 'confirmation_bias']",0.02,1,0.7,0.7,0.6,0.3,0.1,0.6,0.7,0.3,0.5,0.7,0.7,0.85,0.15,-0.1,0.4,0.5,0.5,0.3,0.7,0.7,0.1,0.7,,365,180
661ccd5d-a65f-4e7c-9879-cace78b00ede,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.015,earnings_report,product_innovation_rate,"['cloud_computing', 'sales']","Technology, Business Functions",Strategic Factors,reflective,predictive,implied,model_inference,sideways,both,press_release,"['optimism', 'interest']","['optimism_bias', 'confirmation_bias']",0.015,1,0.7,0.7,0.5,0.2,0.1,0.5,0.5,0.4,0.5,0.6,0.6,0.7,0.1,-0.1,0.3,0.4,0.6,0.4,0.7,0.6,0.1,0.7,,180,90
4811dbed-923b-4b06-8cd0-9855bfde9707,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.025,earnings_report,revenue_growth_rate,"['cloud_computing', 'sales']","Technology, Business Functions",Financial Performance,reflective,reflective,implied,model_inference,sideways,both,press_release,"['optimism', 'interest']",['confirmation_bias'],0.025,1,0.6,0.7,0.5,0.4,,0.5,0.6,0.4,0.6,0.6,0.6,0.75,0.1,-0.2,0.3,0.4,0.5,0.3,0.6,0.6,0.1,0.7,,365,365
02fcff66-0c91-414c-a2b6-3e8740514824,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.02,earnings_report,revenue_growth_rate,"['cloud_computing', 'sales']","Technology, Business Functions",Financial Performance,reflective,reflective,explicit,article_text,sideways,both,press_release,"['interest', 'excitement', 'optimism']","['recency_bias', 'confirmation_bias']",0.02,1,1.0,0.7,0.8,0.1,0.3,0.7,0.7,0.1,0.7,0.9,0.8,0.9,0.2,-0.3,0.5,0.3,0.2,0.4,1.0,1.0,0.1,0.7,,365,0
c925f81d-23ac-45a7-b10e-4fba4c73a035,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.015,earnings_report,revenue_growth_rate,"['cloud_computing', 'sales']","Technology, Business Functions",Financial Performance,reflective,predictive,model,model_inference,sideways,both,press_release,"['optimism', 'interest']","['optimism_bias', 'herding_behavior']",0.015,1,0.6,0.7,0.6,0.3,0.1,0.5,0.6,0.5,0.6,0.6,0.6,0.6,0.2,-0.2,0.4,0.3,0.4,0.3,0.6,0.5,0.1,0.7,,365,180
b0099fe0-409f-46bf-8612-23ec9ba0cfdc,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.02,earnings_report,revenue_growth_rate,"['cloud_computing', 'sales']","Technology, Business Functions",Financial Performance,reflective,predictive,implied,model_inference,sideways,both,press_release,"['optimism', 'confidence']",['optimism_bias'],0.02,1,0.6,0.7,0.4,0.3,,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.1,,0.2,0.3,0.5,0.3,0.6,0.5,0.1,0.7,,365,180
b0ed175b-805b-404c-b330-45fa262bbab9,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.01,earnings_report,competitive_pressure,"['cloud_computing', 'sales']","Technology, Business Functions",Strategic Factors,reflective,predictive,implied,article_text,sideways,both,press_release,"['concern', 'interest']",['availability_heuristic'],0.01,1,0.8,0.7,0.6,-0.1,0.1,0.6,0.6,0.3,0.8,0.7,0.7,0.7,-0.1,0.2,0.3,0.5,0.5,0.3,0.8,0.7,0.1,0.7,,180,30
d0934a42-ce4d-4a7a-ae02-7585d718f54b,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.02,earnings_report,product_innovation_rate,"['cloud_computing', 'sales']","Technology, Business Functions",Strategic Factors,reflective,predictive,implied,model_inference,sideways,both,press_release,"['optimism', 'confidence']","['optimism_bias', 'confirmation_bias']",0.02,1,0.7,0.7,0.6,0.3,0.1,0.6,0.7,0.3,0.5,0.7,0.7,0.85,0.15,-0.1,0.4,0.5,0.5,0.3,0.7,0.7,0.1,0.7,,365,180
ab55f41e-6fb5-4591-808a-9ef1195dfa90,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.01,earnings_report,investment_level,"['cloud_computing', 'sales']","Technology, Business Functions",Investment & Capital,reflective,predictive,implied,model_inference,sideways,both,press_release,"['skepticism', 'interest']","['confirmation_bias', 'planning_fallacy']",0.01,1,0.7,0.7,0.5,0.1,-0.1,0.4,0.5,0.4,0.5,0.7,0.6,0.7,0.1,-0.1,0.3,0.2,0.5,0.4,0.7,0.6,0.1,0.7,,270,90
f1a8755a-a49c-4772-b362-67833aabf8b8,c7d0039a-5276-4125-91da-d130a011586a,2025-02-26T21:48:23+00:00,-1.2559134916866694,-1.7972354257318672,0.02,earnings_report,revenue_growth_rate,"['cloud_computing', 'sales']","Technology, Business Functions",Financial Performance,reflective,predictive,implied,model_inference,sideways,both,press_release,"['optimism', 'confidence']",['optimism_bias'],0.02,1,0.6,0.7,0.4,0.3,,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.1,,0.2,0.3,0.5,0.3,0.6,0.5,0.1,0.7,,365,180
